MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
3/17/2021 15:34:44,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,1,0,Timed_out,nan
3/17/2021 15:43:59,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,2,0,Timed_out,nan
3/17/2021 15:44:12,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,3,0,3.75,nan
3/17/2021 15:44:21,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,4,0,0.06,nan
3/17/2021 15:44:57,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,5,0,28.50,nan
3/17/2021 15:45:05,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,6,0,1.11,nan
3/17/2021 15:45:13,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,7,0,1.05,nan
3/17/2021 15:49:53,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,8,0,Timed_out,nan
3/17/2021 16:01:02,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,9,0,Timed_out,nan
3/17/2021 16:01:17,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,10,0,6.97,nan
3/17/2021 16:01:25,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,11,0,1.18,nan
3/17/2021 16:02:33,1.4.2,FreeFeed,6,4.22,2,1,Pellet,Left,0,0,12,0,Timed_out,nan
3/17/2021 16:03:31,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,13,0,51.40,nan
3/17/2021 16:03:47,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,14,0,8.76,nan
3/17/2021 16:18:45,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,15,0,Timed_out,nan
3/17/2021 16:18:55,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,16,0,4.47,nan
3/17/2021 16:19:09,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,17,0,6.64,nan
3/17/2021 16:19:16,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,18,0,0.06,nan
3/17/2021 16:19:23,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,19,0,0.06,nan
3/17/2021 16:19:32,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,20,0,1.90,nan
3/17/2021 16:19:42,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,21,0,0.65,nan
3/17/2021 16:19:53,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,22,0,3.09,nan
3/17/2021 16:27:37,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,23,0,Timed_out,nan
3/17/2021 16:32:35,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,24,0,Timed_out,nan
3/17/2021 16:44:33,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,25,0,Timed_out,nan
3/17/2021 16:44:55,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,26,0,15.42,nan
3/17/2021 16:47:44,1.4.2,FreeFeed,6,4.22,1,1,Pellet,Left,0,0,27,0,Timed_out,nan
3/17/2021 16:47:58,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,28,0,6.18,nan
3/17/2021 16:48:07,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,29,0,3.02,nan
3/17/2021 16:48:19,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,30,0,3.81,nan
3/17/2021 16:48:28,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,31,0,2.76,nan
3/17/2021 16:48:37,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,32,0,0.32,nan
3/17/2021 16:48:45,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,33,0,1.51,nan
3/17/2021 16:48:54,1.4.2,FreeFeed,6,4.21,2,1,Pellet,Left,0,0,34,0,1.05,nan
3/17/2021 16:49:02,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,35,0,0.06,nan
3/17/2021 16:49:10,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,36,0,1.57,nan
3/17/2021 17:19:30,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,37,0,Timed_out,nan
3/17/2021 17:19:39,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,38,0,2.69,nan
3/17/2021 17:19:52,1.4.2,FreeFeed,6,4.21,1,1,Pellet,Left,0,0,39,0,5.53,nan
3/17/2021 17:20:06,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,40,0,5.86,nan
3/17/2021 17:20:28,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,41,0,15.81,nan
3/17/2021 17:20:45,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,42,0,9.02,nan
3/17/2021 17:21:24,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,43,0,32.55,nan
3/17/2021 17:21:34,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,44,0,2.82,nan
3/17/2021 17:21:51,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,45,0,10.14,nan
3/17/2021 17:22:08,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,46,0,9.94,nan
3/17/2021 17:51:17,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,47,0,Timed_out,nan
3/17/2021 17:51:26,1.4.2,FreeFeed,6,4.20,3,1,Pellet,Left,0,0,48,0,0.06,nan
3/17/2021 17:51:38,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,49,0,5.00,nan
3/17/2021 17:51:51,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,50,0,4.67,nan
3/17/2021 17:52:04,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,51,0,6.05,nan
3/17/2021 17:52:20,1.4.2,FreeFeed,6,4.20,2,1,Pellet,Left,0,0,52,0,9.22,nan
3/17/2021 17:52:35,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,53,0,6.78,nan
3/17/2021 17:52:50,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,54,0,8.16,nan
3/17/2021 17:53:05,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,55,0,7.90,nan
3/17/2021 17:53:19,1.4.2,FreeFeed,6,4.20,1,1,Pellet,Left,0,0,56,0,7.11,nan
3/17/2021 19:29:21,1.4.2,FreeFeed,6,4.19,2,1,Pellet,Left,0,0,57,0,Timed_out,nan
3/17/2021 19:29:29,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,58,0,0.92,nan
3/17/2021 19:29:41,1.4.2,FreeFeed,6,4.19,3,1,Pellet,Left,0,0,59,0,2.03,nan
3/17/2021 19:29:55,1.4.2,FreeFeed,6,4.19,2,1,Pellet,Left,0,0,60,0,6.78,nan
3/17/2021 19:30:11,1.4.2,FreeFeed,6,4.19,2,1,Pellet,Left,0,0,61,0,8.23,nan
3/17/2021 19:30:29,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,62,0,10.27,nan
3/17/2021 19:30:44,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,63,0,7.83,nan
3/17/2021 19:30:56,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,64,0,4.41,nan
3/17/2021 19:31:10,1.4.2,FreeFeed,6,4.19,2,1,Pellet,Left,0,0,65,0,4.21,nan
3/17/2021 19:31:30,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,66,0,12.32,nan
3/17/2021 19:31:45,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,67,0,5.79,nan
3/17/2021 19:31:59,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,68,0,6.78,nan
3/17/2021 19:32:08,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,69,0,2.16,nan
3/17/2021 19:32:25,1.4.2,FreeFeed,6,4.19,2,1,Pellet,Left,0,0,70,0,9.48,nan
3/17/2021 19:32:40,1.4.2,FreeFeed,6,4.19,1,1,Pellet,Left,0,0,71,0,8.03,nan
3/17/2021 19:32:54,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,72,0,6.78,nan
3/17/2021 19:54:56,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,73,0,Timed_out,nan
3/17/2021 19:57:15,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,74,0,Timed_out,nan
3/17/2021 20:12:52,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,75,0,Timed_out,nan
3/17/2021 20:13:25,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,76,0,26.27,nan
3/17/2021 20:13:38,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,77,0,5.86,nan
3/17/2021 20:13:51,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,78,0,5.00,nan
3/17/2021 20:14:02,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,79,0,4.14,nan
3/17/2021 20:17:12,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,80,0,Timed_out,nan
3/17/2021 20:35:13,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,81,0,Timed_out,nan
3/17/2021 20:35:20,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,82,0,1.57,nan
3/17/2021 20:39:32,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,83,0,Timed_out,nan
3/17/2021 20:39:40,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,84,0,1.31,nan
3/17/2021 20:47:48,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,85,0,Timed_out,nan
3/17/2021 20:47:57,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,86,0,0.65,nan
3/17/2021 20:48:04,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,87,0,0.39,nan
3/17/2021 20:48:17,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,88,0,4.93,nan
3/17/2021 20:48:28,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,89,0,4.14,nan
3/17/2021 20:50:20,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,90,0,Timed_out,nan
3/17/2021 20:50:31,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,91,0,3.35,nan
3/17/2021 20:50:43,1.4.2,FreeFeed,6,4.18,2,1,Pellet,Left,0,0,92,0,2.56,nan
3/17/2021 20:59:24,1.4.2,FreeFeed,6,4.17,1,1,Pellet,Left,0,0,93,0,Timed_out,nan
3/17/2021 21:30:12,1.4.2,FreeFeed,6,4.17,1,1,Pellet,Left,0,0,94,0,Timed_out,nan
3/17/2021 21:30:21,1.4.2,FreeFeed,6,4.18,1,1,Pellet,Left,0,0,95,0,1.77,nan
3/17/2021 21:31:50,1.4.2,FreeFeed,6,4.18,3,1,Pellet,Left,0,0,96,0,Timed_out,nan
3/17/2021 22:03:33,1.4.2,FreeFeed,6,4.17,2,1,Pellet,Left,0,0,97,0,Timed_out,nan
3/17/2021 22:03:42,1.4.2,FreeFeed,6,4.17,2,1,Pellet,Left,0,0,98,0,0.59,nan
3/17/2021 22:03:52,1.4.2,FreeFeed,6,4.17,1,1,Pellet,Left,0,0,99,0,3.42,nan
3/17/2021 22:11:52,1.4.2,FreeFeed,6,4.17,2,1,Pellet,Left,0,0,100,0,Timed_out,nan
3/17/2021 22:13:07,1.4.2,FreeFeed,6,4.17,1,1,Pellet,Left,0,0,101,0,Timed_out,nan
