MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
3/18/2021 9:22:13,1.4.2,FreeFeed,7,4.22,2,1,Pellet,Left,0,0,1,0,Timed_out,nan
3/18/2021 9:22:25,1.4.2,FreeFeed,7,4.22,1,1,Pellet,Left,0,0,2,0,5.26,nan
3/18/2021 9:22:33,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,3,0,1.31,nan
3/18/2021 9:22:44,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,4,0,3.62,nan
3/18/2021 9:22:54,1.4.2,FreeFeed,7,4.21,2,1,Pellet,Left,0,0,5,0,0.06,nan
3/18/2021 9:24:08,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,6,0,Timed_out,nan
3/18/2021 9:24:19,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,7,0,2.69,nan
3/18/2021 9:24:30,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,8,0,3.68,nan
3/18/2021 9:26:56,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,9,0,Timed_out,nan
3/18/2021 9:27:10,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,10,0,7.57,nan
3/18/2021 9:27:31,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,11,0,12.91,nan
3/18/2021 9:29:52,1.4.2,FreeFeed,7,4.22,1,1,Pellet,Left,0,0,12,0,Timed_out,nan
3/18/2021 9:30:06,1.4.2,FreeFeed,7,4.21,2,1,Pellet,Left,0,0,13,0,7.37,nan
3/18/2021 9:30:19,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,14,0,5.06,nan
3/18/2021 9:30:32,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,15,0,6.38,nan
3/18/2021 9:30:47,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,16,0,6.65,nan
3/18/2021 9:30:58,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,17,0,3.68,nan
3/18/2021 9:31:13,1.4.2,FreeFeed,7,4.21,1,1,Pellet,Left,0,0,18,0,7.63,nan
3/18/2021 10:13:24,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,19,0,Timed_out,nan
3/18/2021 10:13:37,1.4.2,FreeFeed,7,4.21,3,1,Pellet,Left,0,0,20,0,1.83,nan
3/18/2021 10:13:52,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,21,0,7.57,nan
3/18/2021 10:14:07,1.4.2,FreeFeed,7,4.20,2,1,Pellet,Left,0,0,22,0,5.72,nan
3/18/2021 10:14:22,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,23,0,7.63,nan
3/18/2021 10:14:36,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,24,0,7.17,nan
3/18/2021 10:14:55,1.4.2,FreeFeed,7,4.20,2,1,Pellet,Left,0,0,25,0,9.74,nan
3/18/2021 10:15:12,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,26,0,9.42,nan
3/18/2021 10:15:31,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,27,0,11.53,nan
3/18/2021 10:15:48,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,28,0,9.35,nan
3/18/2021 10:15:55,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,29,0,0.06,nan
3/18/2021 10:51:43,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,30,0,Timed_out,nan
3/18/2021 10:51:58,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,31,0,7.96,nan
3/18/2021 10:52:14,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,32,0,8.69,nan
3/18/2021 10:52:30,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,33,0,8.63,nan
3/18/2021 10:52:37,1.4.2,FreeFeed,7,4.20,1,1,Pellet,Left,0,0,34,0,0.06,nan
3/18/2021 10:52:45,1.4.2,FreeFeed,7,4.20,2,1,Pellet,Left,0,0,35,0,0.06,nan
