MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
3/18/2021 13:17:30,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,92,0,0.46,nan
3/18/2021 13:18:08,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,93,0,0.65,nan
3/18/2021 13:18:35,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,94,0,15.49,nan
3/18/2021 13:19:13,1.4.2,FreeFeed,11,3.74,2,1,Pellet,Left,0,0,95,0,30.56,nan
3/18/2021 13:21:13,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,96,0,Timed_out,nan
3/18/2021 13:21:48,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,97,0,0.26,nan
3/18/2021 13:22:19,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,98,0,18.65,nan
3/18/2021 14:02:58,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,99,0,Timed_out,nan
3/18/2021 14:07:37,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,100,0,Timed_out,nan
3/18/2021 14:20:36,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,101,0,Timed_out,nan
3/18/2021 14:21:04,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,102,0,16.07,nan
3/18/2021 14:21:40,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,103,0,0.98,nan
3/18/2021 14:22:14,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,104,0,0.58,nan
3/18/2021 14:23:03,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,105,0,37.17,nan
3/18/2021 14:23:37,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,106,0,0.06,nan
3/18/2021 14:24:06,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,107,0,16.74,nan
3/18/2021 14:32:18,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,108,0,Timed_out,nan
3/18/2021 15:00:07,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,109,0,Timed_out,nan
3/18/2021 15:01:39,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,110,0,58.86,nan
3/18/2021 15:02:19,1.4.2,FreeFeed,11,3.74,2,1,Pellet,Left,0,0,111,0,32.33,nan
3/18/2021 15:03:03,1.4.2,FreeFeed,11,3.74,3,1,Pellet,Left,0,0,112,0,34.52,nan
3/18/2021 15:03:46,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,113,0,10.59,nan
3/18/2021 15:04:22,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,114,0,0.39,nan
3/18/2021 15:07:34,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,115,0,Timed_out,nan
3/18/2021 15:48:32,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,116,0,Timed_out,nan
3/18/2021 15:49:17,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,117,0,33.54,nan
3/18/2021 15:49:53,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,118,0,0.19,nan
3/18/2021 15:50:22,1.4.2,FreeFeed,11,3.73,2,1,Pellet,Left,0,0,119,0,21.83,nan
3/18/2021 15:50:48,1.4.2,FreeFeed,11,3.74,3,1,Pellet,Left,0,0,120,0,14.96,nan
3/18/2021 15:53:42,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,121,0,Timed_out,nan
3/18/2021 15:54:14,1.4.2,FreeFeed,11,3.74,3,1,Pellet,Left,0,0,122,0,22.16,nan
3/18/2021 15:54:51,1.4.2,FreeFeed,11,3.74,2,1,Pellet,Left,0,0,123,0,27.99,nan
3/18/2021 15:55:22,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,124,0,0.32,nan
3/18/2021 15:56:38,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,125,0,41.31,nan
3/18/2021 15:57:58,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,126,0,Timed_out,nan
3/18/2021 16:21:06,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,127,0,Timed_out,nan
3/18/2021 16:23:44,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,128,0,Timed_out,nan
3/18/2021 16:31:53,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,129,0,Timed_out,nan
3/18/2021 16:52:34,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,130,0,Timed_out,nan
3/18/2021 16:53:07,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,131,0,0.45,nan
3/18/2021 16:53:52,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,132,0,32.62,nan
3/18/2021 17:01:34,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,133,0,Timed_out,nan
3/18/2021 17:10:01,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,134,0,Timed_out,nan
3/18/2021 17:10:37,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,135,0,1.57,nan
3/18/2021 17:11:02,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,136,0,13.50,nan
3/18/2021 17:11:34,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,137,0,0.45,nan
3/18/2021 17:14:35,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,138,0,Timed_out,nan
3/18/2021 17:15:04,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,139,0,17.27,nan
3/18/2021 17:15:40,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,140,0,3.87,nan
3/18/2021 17:16:30,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,141,0,13.09,nan
3/18/2021 17:25:22,1.4.2,FreeFeed,11,3.74,4,1,Pellet,Left,0,0,142,0,Timed_out,nan
3/18/2021 17:25:50,1.4.2,FreeFeed,11,3.74,1,1,Pellet,Left,0,0,143,0,21.70,nan
3/18/2021 17:26:25,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,144,0,0.32,nan
3/18/2021 17:26:55,1.4.2,FreeFeed,11,3.73,6,1,Pellet,Left,0,0,145,0,13.04,nan
3/18/2021 17:50:09,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,146,0,Timed_out,nan
3/18/2021 17:55:47,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,147,0,Timed_out,nan
3/18/2021 18:16:19,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,148,0,Timed_out,nan
3/18/2021 18:16:53,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,149,0,0.91,nan
3/18/2021 18:17:40,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,150,0,35.45,nan
3/18/2021 18:27:58,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,151,0,Timed_out,nan
3/18/2021 18:30:32,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,152,0,Timed_out,nan
3/18/2021 18:31:06,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,153,0,22.30,nan
3/18/2021 18:44:23,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,154,0,Timed_out,nan
3/18/2021 18:45:29,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,155,0,54.96,nan
3/18/2021 18:55:21,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,156,0,Timed_out,nan
3/18/2021 18:55:54,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,157,0,21.12,nan
3/18/2021 18:56:32,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,158,0,3.02,nan
3/18/2021 18:57:06,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,159,0,22.57,nan
3/18/2021 18:57:43,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,160,0,3.68,nan
3/18/2021 18:58:26,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,161,0,31.30,nan
3/18/2021 19:18:17,1.4.2,FreeFeed,11,3.74,11,1,Pellet,Left,0,0,162,0,Timed_out,nan
3/18/2021 19:20:32,1.4.2,FreeFeed,11,3.73,3,1,Pellet,Left,0,0,163,0,Timed_out,nan
3/18/2021 19:21:06,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,164,0,0.45,nan
3/18/2021 19:21:34,1.4.2,FreeFeed,11,3.73,1,1,Pellet,Left,0,0,165,0,21.30,nan
3/18/2021 19:39:53,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,166,0,Timed_out,nan
3/18/2021 20:01:16,1.4.2,FreeFeed,11,3.73,5,1,Pellet,Left,0,0,167,0,Timed_out,nan
3/18/2021 20:01:50,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,168,0,1.44,nan
3/18/2021 20:02:25,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,169,0,0.65,nan
3/18/2021 20:02:47,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,170,0,10.28,nan
3/18/2021 20:03:21,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,171,0,0.72,nan
3/18/2021 20:04:29,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,172,0,34.68,nan
3/18/2021 20:13:27,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,173,0,Timed_out,nan
3/18/2021 20:15:36,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,174,0,Timed_out,nan
3/18/2021 20:21:17,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,175,0,Timed_out,nan
3/18/2021 20:21:41,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,176,0,12.52,nan
3/18/2021 20:22:15,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,177,0,0.52,nan
3/18/2021 20:24:08,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,178,0,Timed_out,nan
3/18/2021 20:24:43,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,179,0,1.37,nan
3/18/2021 20:35:57,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,180,0,Timed_out,nan
3/18/2021 20:36:32,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,181,0,0.78,nan
3/18/2021 20:36:44,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,182,0,0.52,nan
3/18/2021 20:43:00,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,183,0,Timed_out,nan
3/18/2021 20:43:35,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,184,0,22.63,nan
3/18/2021 20:54:39,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,185,0,Timed_out,nan
3/18/2021 20:57:36,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,186,0,Timed_out,nan
3/18/2021 20:58:11,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,187,0,1.24,nan
3/18/2021 21:17:33,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,188,0,Timed_out,nan
3/18/2021 21:18:18,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,189,0,11.05,nan
3/18/2021 21:18:53,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,190,0,0.58,nan
3/18/2021 21:34:34,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,191,0,Timed_out,nan
3/18/2021 21:37:28,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,192,0,Timed_out,nan
3/18/2021 21:41:52,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,193,0,Timed_out,nan
3/18/2021 21:51:25,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,194,0,Timed_out,nan
3/18/2021 21:52:34,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,195,0,36.27,nan
3/18/2021 21:52:56,1.4.2,FreeFeed,11,3.73,2,1,Pellet,Left,0,0,196,0,11.80,nan
3/18/2021 21:53:22,1.4.2,FreeFeed,11,3.73,2,1,Pellet,Left,0,0,197,0,17.15,nan
3/18/2021 22:05:05,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,198,0,Timed_out,nan
3/18/2021 22:06:34,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,199,0,55.53,nan
3/18/2021 22:20:09,1.4.2,FreeFeed,11,3.73,3,1,Pellet,Left,0,0,200,0,Timed_out,nan
3/18/2021 22:28:45,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,201,0,Timed_out,nan
3/18/2021 22:47:35,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,202,0,Timed_out,nan
3/18/2021 22:48:11,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,203,0,1.44,nan
3/18/2021 22:48:23,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,204,0,0.26,nan
3/18/2021 22:49:14,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,205,0,16.14,nan
3/18/2021 23:02:03,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,206,0,Timed_out,nan
3/18/2021 23:02:39,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,207,0,1.64,nan
3/18/2021 23:03:01,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,208,0,10.21,nan
3/18/2021 23:03:36,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,209,0,2.95,nan
3/18/2021 23:04:16,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,210,0,5.92,nan
3/18/2021 23:04:41,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,211,0,13.84,nan
3/18/2021 23:05:15,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,212,0,0.72,nan
3/18/2021 23:06:38,1.4.2,FreeFeed,11,3.72,11,1,Pellet,Left,0,0,213,0,49.05,nan
3/18/2021 23:27:15,1.4.2,FreeFeed,11,3.73,1,1,Pellet,Left,0,0,214,0,Timed_out,nan
3/18/2021 23:27:48,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,215,0,0.39,nan
3/18/2021 23:28:21,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,216,0,0.52,nan
3/18/2021 23:29:22,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,217,0,25.19,nan
3/18/2021 23:29:43,1.4.2,FreeFeed,11,3.73,3,1,Pellet,Left,0,0,218,0,9.82,nan
3/19/2021 0:16:35,1.4.2,FreeFeed,11,3.73,1,1,Pellet,Left,0,0,219,0,Timed_out,nan
3/19/2021 0:18:20,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,220,0,Timed_out,nan
3/19/2021 0:18:58,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,221,0,26.20,nan
3/19/2021 0:26:44,1.4.2,FreeFeed,11,3.72,11,1,Pellet,Left,0,0,222,0,Timed_out,nan
3/19/2021 0:27:09,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,223,0,14.31,nan
3/19/2021 0:27:44,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,224,0,0.46,nan
3/19/2021 0:28:15,1.4.2,FreeFeed,11,3.73,4,1,Pellet,Left,0,0,225,0,18.86,nan
3/19/2021 0:29:28,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,226,0,37.76,nan
3/19/2021 0:29:54,1.4.2,FreeFeed,11,3.73,2,1,Pellet,Left,0,0,227,0,18.07,nan
3/19/2021 0:57:02,1.4.2,FreeFeed,11,3.73,3,1,Pellet,Left,0,0,228,0,Timed_out,nan
3/19/2021 0:57:38,1.4.2,FreeFeed,11,3.73,11,1,Pellet,Left,0,0,229,0,1.57,nan
3/19/2021 0:58:02,1.4.2,FreeFeed,11,3.73,2,1,Pellet,Left,0,0,230,0,15.76,nan
